24,我想用我的真心换你我一生幸福的生活！还没找到你怎么办呢？其实无所谓合适不合适，重要在于，你是否愿意为对方包容，你是否把中心放在他身上，愿我就是你的天，你的肩膀，你的依靠。...,平凡
24,爱一个人意味着什么呢？这意味着为他的幸福而高兴，为使他能够幸福而去做需要做的一切，并从这当中得到快乐。一般的宿命，就是我们总会遇见一些人遭遇一些事。然后，看着命中注定的事发生，却无…,平凡
25,让我为你戴你上银白色的钻戒，让我为你穿上白色的礼服，想为早起的你挤牙膏，想为晚起的你做早餐，与你在夕阳下散步，让我守在你的身边一生一世。...,平凡
22,我想用我的真心换你我一生幸福的生活！还没找到你怎么办呢？其实无所谓合适不合适，重要在于，你是否愿意为对方包容，你是否把中心放在他身上，愿我就是你的天，你的肩膀，你的依靠。...,平凡
20,爱一个人意味着什么呢？这意味着为他的幸福而高兴，为使他能够幸福而去做需要做的一切，并从这当中得到快乐。一般的宿命，就是我们总会遇见一些人遭遇一些事。然后，看着命中注定的事发生，却无…,平凡
25,我的性格比较 爽朗大方，幽默有趣，我的业余时间都放在了 看书，美剧，运动 上，一直向往事业有成，家庭生活甜蜜幸福的生活，期待可以碰到一个 事业上相互支持，生活上相互扶持，能相互理解…,平凡
25,您好，本人94年属狗，青岛即墨人，身高180，目前自己做一点小生意收入稳定，成熟稳重型，事业型，责任感、诚实、真诚、有魄力，身体健康，为人随和。                  …,平凡
24,我出生在生态宜往城市，九华山下一小镇，我的家乡有山有水，天空是碧蓝的，受佛文化影响，我的家庭很传统·爸爸对我要求很严，在学校女同学叫我高冷，凡是看到我的人都说我长得像韩国人，阳光，…,优秀
24,You have to be good to be worthy of her.   好看的皮囊千篇一律，有趣的灵魂万里挑一，在当今这个社会，真的感觉就是这种，能找到一个有趣 的灵魂真的好难。但是我们都依然还相信着自己能找到。 &lt;br /......,优秀
23,"我是一个稳重,靠谱,独立的人 。",平凡
25,我来自湖南邵阳  ，兴趣广泛，对待感情认真，有点浪漫主义，喜欢交朋友，热爱时尚 。 我的主要爱好就是K歌 看电影 旅游。对未来老婆要求：孝顺，温柔，乐观。有结婚打算，赞同以结婚为目…,优秀
24,本人资料真实，年龄真实。做事都是依靠自己，没依靠过任何人。本人资料真实性也很好证实。条件不好的不需要给本人发信和回信。        我小时候想当大侠，认为当大侠才能匡扶正义，美女…,优秀
25,始于颜值，终于人品，陷于才华对吗始于颜值，终于人品，陷于才华对吗...,平凡
24,您好，我是来自美国、希望在纽约成家立业Jack，想找愿来纽约、志同道合、一起在美生活、发展，让我心爱人、子孙后代呼吸新鲜空气、吃健康安全食品、享受平等自由权利。志趣相投可接受姐弟恋…,平凡
25,94年，生于江苏。外科医生一名，事业刚刚起步，自认为发展前景尚可。有健身习惯体重保持良好，无抽烟酗酒、玩游戏等不良嗜好。开得了刀也颠得了勺，有进取心，思想开放。目前定居北京，现寻觅…,优秀
25,"只要不触碰我的底线,我都会笑着给你台阶下....",平凡
25,身高183CM，会吉他，会料理，服装行业世家，主营加工，设计，档口，可能感觉我的年龄比较小，但真实年龄不代表心灵的年龄，商场如战场，见识比较多，比较成熟，非诚勿扰，愿与你共度此生，…,优秀
24,我不接受聊天的，找个来我这里的 我是农村的，接受我的在来发信。主动发信    闲人勿扰...,平凡
23,我喜欢（做梦）读书.上网。我憧憬美丽繁华的大都市上海。真心希望在这里能遇到上海市的终其一生的恋人，非常期望的我是以恋爱与结婚为目的!...,平凡
24,"我是一个完美主义,阳光的人 ，关于外貌，简单形容就是高大。",平凡
20,我是一个乐观、外向、热情的人，平时喜欢旅游、摄影什么的，一直向往快乐的生活的生活，期待可以碰到一个健康、温柔、美丽的女孩，我在这里等着一份缘定的爱情，等着你的到来。...,平凡
