154158796,Paris,女,31,朝阳,168,本科,"28-38岁,175-185cm,本科,有照片,未婚,北京,朝阳",未婚,,只回信不主动发信  需要一个有思想 有情趣 有担当 有能力的人  同时能明白彼此是唯一的含义  emmm 本人性格不高冷 只是有原则 不喜欢谁都聊......,https://at3.jyimg.com/64/aq/1b38a3667c47057c4c2488bffba2/1b38a3667_13_avatar_p.jpg
36101316,yoga,女,30,杭州,165,本科,"30-37岁,175-186cm,本科,有照片,未婚、离异,浙江,杭州",未婚,,#我已在杭州工作，普拉提教练#彼此有意愿去了解对方多给自己也给对方机会条条框框越多，错失的概率越大。在此，我们多线上了解一下吧，感觉好可以早点见面。怕错过需要的人的邮件，…,https://at1.jyimg.com/45/3b/57830f63b27f867c2e21156108b3/57830f63b_31_avatar_p.jpg
51115892,若溪,女,31,郑州,169,大专,"26-35岁,174-190cm,大专以上,有照片,未婚,河南",未婚,,人了解别人容易，看清自己却很难。十几岁的时候，跟很多女孩一样，想象着自己的  未来一半是怎样的一个人，自己以后要过多么富足的生活。然而随着年龄的增长和生活阅历的增加，渐渐懂得了自己…,https://at1.jyimg.com/05/ec/7898d476dd8a71ac5cf60cf6a197/7898d476d_9_avatar_p.jpg
52413381, la,女,29,九龙坡,163,大专,"29-35岁,170-180cm,大专,有照片,未婚,重庆",未婚,,本人真诚简单，对另一半要求：主城有房有车，有工作能力，家庭背景简单幸福，上进心，责任心，性格好的，暴躁的不来，因为我会比你更暴躁，不讨厌狗的，靠父母的靠女人的不来，黄赌毒的不来，最…,https://at3.jyimg.com/22/02/351c2de91ed60051d370af6f3955/351c2de91_10_avatar_p.jpg
51188102,jun,女,31,绵阳,164,本科,"28-37岁,170-188cm,四川,绵阳",未婚,,爱一个人意味着什么呢？这意味着为他的幸福而高兴，为使他能够幸福而去做需要做的一切，并从这当中得到快乐。一般的宿命，就是我们总会遇见一些人遭遇一些事。然后，看着命中注定的事发生，却无…,https://at4.jyimg.com/b1/20/8753aq9b3cf6dcd67bde1d5c84a1/8753ad9b3_28_avatar_p.jpg
79496418,E.,女,28,柳州,161,本科,"28-37岁,174-185cm,本科以上,有照片,未婚,广西",未婚,,有意者，请注意看独白！谢谢！  本人本爱旅游，喜欢在路上的感觉，也希望能有可以一起看世界的人。喜欢去尝试各种美食，是个十足吃货，有新开的餐厅总喜欢去试试，爱逛文艺的小店，爱看小说，…,https://at2.jyimg.com/93/b8/419f8b4bd4ab5a893f2aa92d6f94/419f8b4bd_19_avatar_p.jpg
56381962,任任,女,30,威海,164,本科,"28-35岁,176-182cm,大专以上,有照片,未婚,山东,威海",未婚,,一辈子太长了，不想将就，也不能凑合。我希望能在这里遇到我的他…… 本人及家人都在威海，希望另一半也在威海。青岛烟台也可以考虑。本人未婚，离异的，带孩子的不考虑，不用给我写信了哈。.…,https://at3.jyimg.com/ef/aa/f9a21310187afbe94854bee5eb06/f9a213101_5_avatar_p.jpg
39151553,missayuki,女,31,普陀,165,本科,"29-36岁,175-185cm,本科,有照片,未婚,上海",未婚,,我，阳光，随意，勤勉，又有完美的生活目标，生活在这个世界上。你，只求如同一阵清新的空气，让我呼吸于中，融为一体。...,https://at1.jyimg.com/85/aq/9e2cf08e4aqc39678ebb15105bdc/9e2cf08e4_351_avatar_p.jpg
107716065,槿年艺瑟,女,30,济南,165,本科,"30-38岁,175-185cm,有照片,未婚,山东,济南",未婚,,我一个人走走停停，去了好多地方，还是没有遇见那个想要的你；    未来，我想要和身边的那个你，一起去走那些我已经去过和还没有去的远方。...,https://at3.jyimg.com/67/aq/21aq88f5f7b9b053c48aq2296038/21ad88f5f_41_avatar_p.jpg
40384195,茜茜,女,28,济南,165,本科,"27-40岁,175-180cm,本科以上,有照片,未婚,山东,济南",未婚,,愿得一心人，白首不相离，希望遇到那个对的他。1、我现在是个漂亮的好女孩儿，将来也会是一个优雅的贤妻良母。我相信一见钟情式的心跳的浪漫，我更渴望我父母般相濡以沫的那种平凡的浪漫。…,https://at2.jyimg.com/96/b8/5f50137a3eba881386ab19e14419/5f50137a3_23_avatar_p.jpg
