251655262,阿比盖尔,男,24,晋城,176,大专,"18-26岁,155-170cm,山西,晋城",未婚,,我想用我的真心换你我一生幸福的生活！还没找到你怎么办呢？其实无所谓合适不合适，重要在于，你是否愿意为对方包容，你是否把中心放在他身上，愿我就是你的天，你的肩膀，你的依靠。...,https://at3.jyimg.com/aa/3c/5ec16c1f3be932556c3348468eb2/5ec16c1f3_1_avatar_p.jpg,48
173077675,风车自私的在仰光,男,24,珠海,176,本科,"18-24岁,155-170cm,有照片,广东,珠海",未婚,,爱一个人意味着什么呢？这意味着为他的幸福而高兴，为使他能够幸福而去做需要做的一切，并从这当中得到快乐。一般的宿命，就是我们总会遇见一些人遭遇一些事。然后，看着命中注定的事发生，却无…,https://at3.jyimg.com/ee/8e/85480bca74162bc5945d10ca8d0d/85480bca7_1_avatar_p.jpg,48
146154140,哦买嘎的,男,25,太原,175,本科,"18-30岁,158-175cm,大专以上,有照片,山西,太原",未婚,,让我为你戴你上银白色的钻戒，让我为你穿上白色的礼服，想为早起的你挤牙膏，想为晚起的你做早餐，与你在夕阳下散步，让我守在你的身边一生一世。...,https://at4.jyimg.com/70/3d/36b93b7b1711d2db7278263a5b51/36b93b7b1_3_avatar_p.jpg,48
251847343,幸福男孩,男,22,钓鱼岛,178,大专,"18-23岁,155-170cm,钓鱼岛,钓鱼岛",未婚,,我想用我的真心换你我一生幸福的生活！还没找到你怎么办呢？其实无所谓合适不合适，重要在于，你是否愿意为对方包容，你是否把中心放在他身上，愿我就是你的天，你的肩膀，你的依靠。...,https://at1.jyimg.com/0e/fa/3e2128370c442b7c4d9ba3697d1d/3e2128370_1_avatar_p.jpg,47
251463884,辰,男,20,广州,171,高中中专及以下,"18-21岁,155-170cm,高中中专及以下,未婚,澳门,澳门",未婚,,爱一个人意味着什么呢？这意味着为他的幸福而高兴，为使他能够幸福而去做需要做的一切，并从这当中得到快乐。一般的宿命，就是我们总会遇见一些人遭遇一些事。然后，看着命中注定的事发生，却无…,https://at4.jyimg.com/b5/76/a5e57a58da5e667a72b8dd77dc64/a5e57a58d_1_avatar_p.jpg,48
183876974,缘梦追风,男,25,武汉,180,大专,"18-26岁,165-不限 cm,大专以上,有照片,未婚,湖北,武汉",未婚,,我的性格比较 爽朗大方，幽默有趣，我的业余时间都放在了 看书，美剧，运动 上，一直向往事业有成，家庭生活甜蜜幸福的生活，期待可以碰到一个 事业上相互支持，生活上相互扶持，能相互理解…,https://at3.jyimg.com/ac/f0/1990a901ccb7702cb7856072e638/1990a901c_1_avatar_p.jpg,47
66853880,青岛建新水泥厂,男,25,青岛,180,高中中专及以下,"23-35岁,165-176cm,有照片,未婚、离异,山东",离异,,您好，本人94年属狗，青岛即墨人，身高180，目前自己做一点小生意收入稳定，成熟稳重型，事业型，责任感、诚实、真诚、有魄力，身体健康，为人随和。                  …,https://at4.jyimg.com/32/a1/9e44781c9d1e5814f58ba053de21/9e44781c9_21_avatar_p.jpg,47
165371201,卡卡,男,24,池州,178,本科,"18-21岁,163-170cm,本科,有照片,未婚",未婚,,我出生在生态宜往城市，九华山下一小镇，我的家乡有山有水，天空是碧蓝的，受佛文化影响，我的家庭很传统·爸爸对我要求很严，在学校女同学叫我高冷，凡是看到我的人都说我长得像韩国人，阳光，…,https://at2.jyimg.com/51/40/8c335c7a193f4f8300fd285b265d/8c335c7a1_2_avatar_p.jpg,47
96455760,就是为了遇见你,男,24,百色,173,本科,"20-27岁,153-不限 cm,有照片,未婚",未婚,,You have to be good to be worthy of her.   好看的皮囊千篇一律，有趣的灵魂万里挑一，在当今这个社会，真的感觉就是这种，能找到一个有趣 的灵魂真的好难。但是我们都依然还相信着自己能找到。 &lt;br /......,https://at1.jyimg.com/06/26/af365ecb0d6c2a5df558ac9fa30d/af365ecb0_30_avatar_p.jpg,49
126235695,阳光男孩,男,23,金华,170,本科,"19-21岁,160-170cm,未婚,浙江",未婚,,"我是一个稳重,靠谱,独立的人 。",https://at2.jyimg.com/df/27/fc66a243612a801fc49470203803/fc66a2436_7_avatar_p.jpg,49
81381696,蓝调理想,男,25,邵阳,173,本科,"19-30岁,155-175cm,有照片",未婚,,我来自湖南邵阳  ，兴趣广泛，对待感情认真，有点浪漫主义，喜欢交朋友，热爱时尚 。 我的主要爱好就是K歌 看电影 旅游。对未来老婆要求：孝顺，温柔，乐观。有结婚打算，赞同以结婚为目…,https://at1.jyimg.com/c6/a1/e4c5c99612717a9fc79abd34f867/e4c5c9961_8_avatar_p.jpg,49
150190853,龙十三,男,24,广州,174,本科,"18-32岁,160-190cm,本科以上,有照片,广东",未婚,,本人资料真实，年龄真实。做事都是依靠自己，没依靠过任何人。本人资料真实性也很好证实。条件不好的不需要给本人发信和回信。        我小时候想当大侠，认为当大侠才能匡扶正义，美女…,https://at3.jyimg.com/a6/33/b41ce4ea595f4bb81274e681d756/b41ce4ea5_8_avatar_p.jpg,48
166188753,熊猫,男,25,武汉,168,本科,"18-26岁,150-155cm,大专,未婚,湖北,武汉",未婚,,始于颜值，终于人品，陷于才华对吗始于颜值，终于人品，陷于才华对吗...,https://at4.jyimg.com/32/34/207218d3f65099e5f7bdf143d3d4/207218d3f_11_avatar_p.jpg,49
